customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,ratio_atraso_entrega,custo_por_item,intensidade_problema,entrega_no_prazo,score_logistica,cliente_longa_data,pct_desconto
53,55,443.93,2,44.28,3,2,2,27.08,2,2,0,6,0.6666666666666666,235.505,0,0,-6,0,9.952127300923742
47,48,470.3,5,30.46,8,5,1,32.18,3,1,2,5,0.16666666666666666,100.49600000000001,12,0,-5,0,6.462974750689582
44,12,136.78,3,9.01,5,6,5,22.33,1,0,10,4,0.7142857142857143,53.03666666666667,0,0,-11,0,6.5394106546668604
24,95,576.06,5,47.06,6,4,1,23.26,2,1,4,4,0.2,119.86399999999999,20,0,-4,1,8.155131182199424
18,17,552.38,4,1.56,2,6,2,35.54,2,0,4,2,0.2857142857142857,146.98,0,0,-6,0,0.28190393581264234
57,82,535.94,5,37.63,8,13,5,36.94,1,1,10,3,0.35714285714285715,114.57600000000002,40,0,-11,1,7.0082318322345145
40,96,722.97,6,6.81,6,2,1,9.28,3,0,10,3,0.3333333333333333,122.04166666666667,0,0,-5,1,0.9406467118803264
24,91,684.57,6,25.1,2,4,2,22.41,2,2,3,5,0.4,117.83,36,0,-6,1,3.661187041439969
34,70,382.88,5,69.09,8,14,0,50.28,3,2,10,4,0.0,86.63199999999999,100,1,2,1,17.99781181619256
45,92,562.8,2,9.95,11,8,4,33.53,1,2,11,5,0.4444444444444444,298.16499999999996,132,0,-9,1,1.7648102163887902
37,116,117.91,3,9.47,6,5,0,43.12,1,2,9,5,0.0,53.67666666666667,108,1,4,1,7.964006391388445
48,105,264.11,2,5.37,10,11,3,35.01,3,1,10,7,0.25,149.56,80,0,-9,1,2.0255742899173925
49,95,259.39,1,8.78,5,2,5,56.7,3,0,0,4,1.6666666666666667,316.09,0,0,-13,1,3.37186527900457
55,22,1826.22,2,58.33,6,4,0,43.97,2,1,1,1,0.0,935.095,2,1,3,0,3.1922811703024268
20,59,565.66,4,25.04,1,8,1,23.7,2,2,4,4,0.1111111111111111,147.34,40,0,-4,0,4.418875516182543
34,28,196.84,6,5.52,2,2,4,41.18,1,2,8,4,1.3333333333333333,39.67,80,0,-9,0,2.7901334411645773
60,113,511.9,5,33.07,2,2,1,32.63,2,1,1,2,0.3333333333333333,108.90599999999999,3,0,-4,1,6.4476506141548064
37,100,588.29,3,2.18,9,2,1,43.77,1,1,1,2,0.3333333333333333,210.68666666666664,3,0,-3,1,0.36993670349064134
48,113,215.74,3,5.73,10,6,2,35.48,3,3,4,6,0.2857142857142857,83.74,84,0,-7,1,2.6437205868782874
26,9,94.64,3,48.72,1,9,0,39.74,3,0,3,1,0.0,44.79333333333333,0,1,2,0,50.94102885821832
40,72,277.69,1,64.51,10,5,2,41.87,1,3,2,7,0.3333333333333333,319.56,48,0,-5,1,23.147583336323514
49,98,100.37,2,0.43,10,6,4,42.46,3,2,11,4,0.5714285714285714,71.415,110,0,-11,1,0.4241886159613298
41,76,157.4,4,43.98,1,3,1,64.8,2,2,1,5,0.25,55.55,12,0,-4,1,27.765151515151516
26,110,474.72,4,67.29,11,7,5,20.34,3,3,10,6,0.625,123.765,210,0,-13,1,14.144875136634996
47,95,175.25,4,58.83,2,9,1,37.18,1,1,2,4,0.1,53.1075,10,0,-3,1,33.37872340425532
38,100,370.99,1,23.05,11,4,3,33.71,1,0,2,4,0.6,404.7,0,0,-7,1,6.196403129116375
69,105,466.79,6,0.55,2,9,3,33.27,2,1,9,3,0.3,83.34333333333333,36,0,-8,1,0.11757412514162338
40,54,691.21,6,3.67,4,8,2,60.21,1,2,6,5,0.2222222222222222,125.23666666666668,72,0,-5,0,0.5301859262362578
45,7,354.57,1,8.33,8,4,1,41.3,2,1,5,3,0.2,395.87,20,0,-4,0,2.342717327108586
63,103,195.02,6,23.53,8,10,2,26.28,2,1,2,4,0.18181818181818182,36.88333333333333,10,0,-6,1,12.003877155392306
23,116,284.14,5,38.98,4,4,4,49.83,2,3,11,6,0.8,66.794,231,0,-10,1,13.670477660096795
37,8,60.53,1,0.23,10,13,3,25.95,2,0,5,3,0.21428571428571427,86.48,0,0,-8,0,0.3738013976921827
32,87,1668.29,4,6.11,2,10,4,6.69,2,0,6,2,0.36363636363636365,418.745,0,0,-10,1,0.36602387841537426
67,85,305.52,2,13.71,3,2,2,35.97,3,2,0,4,0.6666666666666666,170.745,0,0,-7,1,4.472791334986298
69,109,208.31,2,0.46,2,12,2,38.89,2,0,8,4,0.15384615384615385,123.6,0,0,-6,1,0.21976971955472743
44,54,551.6,6,38.22,4,10,0,37.64,2,3,9,6,0.0,98.20666666666666,189,1,3,0,6.916395222584147
52,27,181.23,1,19.73,3,9,4,28.6,2,0,6,3,0.4,209.82999999999998,0,0,-10,0,10.826976897327555
38,13,825.22,6,40.39,10,10,2,32.84,2,0,11,1,0.18181818181818182,143.01000000000002,0,0,-6,0,4.888528479097577
57,52,1230.69,4,1.89,4,14,3,42.3,1,3,4,6,0.2,318.2475,84,0,-7,0,0.15344770193798762
69,41,218.24,2,5.93,4,3,0,37.24,2,4,5,5,0.0,127.74000000000001,120,1,3,0,2.7047983944535665
29,113,688.33,1,46.3,4,8,0,44.52,2,0,5,3,0.0,732.85,0,1,3,1,6.716666908447332
39,3,220.26,2,2.95,6,4,2,34.64,2,3,10,7,0.4,127.44999999999999,240,0,-6,0,1.3332730724035073
22,20,560.06,5,2.76,5,2,4,16.11,1,1,2,4,1.3333333333333333,115.234,10,0,-9,0,0.4919259972195487
18,116,492.59,2,2.46,3,12,2,55.57,2,2,7,5,0.15384615384615385,274.08,84,0,-6,1,0.4983893514860511
58,11,1396.51,6,16.52,8,3,3,62.57,3,1,7,4,0.75,243.17999999999998,35,0,-9,0,1.1821024536497053
66,57,39.17,4,38.59,9,13,2,41.58,2,2,9,5,0.14285714285714285,20.1875,108,0,-6,0,96.06671645506597
45,98,191.39,1,12.9,4,7,7,59.1,3,1,2,4,0.875,250.48999999999998,10,0,-17,1,6.705130204272572
20,44,756.14,5,114.99,4,3,4,51.66,3,4,4,7,1.0,161.56,128,0,-11,0,15.187415801569063
49,112,373.64,6,31.31,1,14,2,19.46,3,0,2,2,0.13333333333333333,65.51666666666667,0,0,-7,1,8.357356395472987
67,66,222.92,6,17.1,7,9,2,45.11,1,2,0,5,0.2,44.67166666666666,0,0,-5,1,7.636655948553056
55,97,207.11,4,18.09,11,13,1,31.76,3,1,10,3,0.07142857142857142,59.7175,40,0,-5,1,8.692518379703042
29,7,149.9,2,34.58,11,11,2,37.97,3,0,7,2,0.16666666666666666,93.935,0,0,-7,0,22.915838303512256
23,95,372.87,5,64.61,7,3,5,52.56,1,0,8,2,1.25,85.086,0,0,-11,1,17.281407976034448
53,92,336.21,1,6.81,8,8,2,33.88,2,0,1,2,0.2222222222222222,370.09,0,0,-6,1,2.0195130630764213
38,106,150.59,5,15.04,4,13,3,41.22,1,0,2,3,0.21428571428571427,38.362,0,0,-7,1,9.921498779602874
68,59,82.45,3,57.8,2,4,4,52.47,2,2,1,6,0.8,44.973333333333336,14,0,-10,0,69.26303175554224
43,105,205.41,4,18.64,11,8,1,36.98,1,0,11,1,0.1111111111111111,60.5975,0,0,-3,1,9.030570224310837
20,27,327.13,6,33.91,7,13,1,65.46,1,2,9,4,0.07142857142857142,65.43166666666666,90,0,-3,0,10.334318715143386
63,81,430.53,1,35.25,10,11,7,42.29,1,1,10,4,0.5833333333333334,472.82,50,0,-15,1,8.168609366672076
19,91,500.29,4,23.32,7,13,5,23.36,3,0,4,3,0.35714285714285715,130.9125,0,0,-13,1,4.6519978455584585
60,78,504.14,2,8.9,7,4,3,21.85,1,0,3,3,0.6,262.995,0,0,-7,1,1.7618877934829948
26,13,259.45,5,0.06,11,7,2,20.71,3,2,4,4,0.25,56.032,40,0,-7,0,0.02303705125743905
55,34,143.97,6,33.99,2,14,1,40.01,2,1,4,4,0.06666666666666667,30.66333333333333,20,0,-4,0,23.446230254535422
58,90,777.3,1,20.5,9,5,5,35.0,3,5,6,7,0.8333333333333334,812.3,240,0,-13,1,2.633945779262495
67,63,204.86,2,6.9,7,12,3,46.76,3,2,11,4,0.23076923076923078,125.81,110,0,-9,1,3.3517924803264356
69,26,809.46,4,11.19,6,12,1,25.73,3,1,6,2,0.07692307692307693,208.7975,18,0,-5,0,1.38069738173383
34,25,397.06,2,46.37,3,4,4,33.63,3,1,8,5,0.8,215.345,48,0,-11,0,11.648997638546952
38,113,329.93,4,3.31,7,7,0,38.85,3,2,9,2,0.0,92.19500000000001,54,1,2,1,1.0002115250959418
38,112,190.64,4,105.31,3,4,0,41.36,3,0,6,1,0.0,58.0,0,1,2,1,54.951993320809855
60,1,723.87,1,69.39,4,2,2,38.7,3,1,8,3,0.6666666666666666,762.57,32,0,-7,0,9.572750976037083
58,20,315.96,3,2.24,10,11,1,32.44,1,1,7,5,0.08333333333333333,116.13333333333333,42,0,-3,0,0.7067137809187279
68,15,359.35,3,20.38,2,4,1,55.22,3,2,4,4,0.2,138.19000000000003,40,0,-5,0,5.655612598862217
52,21,764.43,3,4.78,3,3,4,52.18,2,0,0,2,1.0,272.2033333333333,0,0,-10,0,0.6244855832669219
51,92,244.52,2,6.12,7,2,2,58.48,1,0,6,3,0.6666666666666666,151.5,0,0,-5,1,2.4926686217008798
20,114,108.6,3,1.08,4,5,1,36.61,3,0,11,2,0.16666666666666666,48.40333333333333,0,0,-5,1,0.9854014598540147
37,99,310.79,6,8.4,2,11,1,44.14,1,1,2,4,0.08333333333333333,59.155,10,0,-3,1,2.694121043009718
66,13,162.0,5,20.57,7,2,2,58.27,1,2,4,4,0.6666666666666666,44.054,40,0,-5,0,12.619631901840492
39,84,296.71,1,15.31,1,7,3,56.46,1,3,4,5,0.375,353.16999999999996,72,0,-7,1,5.142588424977328
41,84,395.57,4,28.52,8,10,0,35.2,2,2,4,2,0.0,107.6925,24,1,3,1,7.191668557883854
60,4,374.67,4,42.72,1,9,3,48.67,2,2,0,4,0.3,105.83500000000001,0,0,-8,0,11.371682593765804
66,108,555.83,5,30.85,8,7,3,47.55,3,2,2,6,0.375,120.676,28,0,-9,1,5.5402905734245635
46,60,663.22,5,4.76,3,5,4,45.32,1,3,6,6,0.6666666666666666,141.70800000000003,126,0,-9,0,0.7166300322182408
29,94,499.55,4,8.28,8,5,1,31.73,3,1,5,4,0.16666666666666666,132.82,25,0,-5,1,1.6541804015582857
52,95,819.13,2,10.11,2,11,1,44.86,2,3,5,7,0.08333333333333333,431.995,120,0,-4,1,1.232731396242059
40,41,339.39,3,35.53,3,11,4,57.96,1,5,5,7,0.3333333333333333,132.45,200,0,-9,0,10.438026969064897
31,4,885.1,6,11.54,1,8,2,55.21,3,0,4,1,0.2222222222222222,156.71833333333333,0,0,-7,0,1.302336079449272
48,118,87.65,1,42.86,9,2,1,29.91,3,1,9,3,0.3333333333333333,117.56,36,0,-5,1,48.34743372814438
56,63,419.32,3,6.0,8,3,4,43.58,2,0,3,3,1.0,154.29999999999998,0,0,-10,1,1.427483821850019
41,102,578.71,5,14.87,3,2,2,46.02,1,0,5,2,0.6666666666666666,124.946,0,0,-5,1,2.56507564126891
57,49,893.47,3,2.47,1,11,3,30.3,1,2,3,4,0.25,307.92333333333335,30,0,-7,0,0.27614117857502213
68,19,613.83,3,3.05,2,11,2,40.42,1,1,2,3,0.16666666666666666,218.08333333333334,8,0,-5,0,0.49607208496657607
51,13,625.19,3,58.46,7,8,0,38.54,1,0,3,1,0.0,221.24333333333334,0,1,4,0,9.335824589980676
56,80,599.17,4,4.89,10,7,1,41.45,2,1,4,7,0.125,160.155,32,0,-4,1,0.8147691487411899
33,20,629.58,1,12.21,4,10,2,45.29,3,0,1,3,0.18181818181818182,674.87,0,0,-7,0,1.9363126010974026
18,72,89.59,1,18.17,1,11,0,43.19,3,1,8,4,0.0,132.78,40,1,2,1,20.057401479191963
39,11,608.13,3,39.51,9,13,4,36.14,2,2,11,4,0.2857142857142857,214.75666666666666,110,0,-10,0,6.48630013297654
31,21,616.66,3,24.83,3,11,2,35.46,1,0,7,6,0.16666666666666666,217.37333333333333,0,0,-5,0,4.020011009293138
52,111,794.83,1,28.86,4,9,2,34.73,2,3,3,6,0.2,829.5600000000001,63,0,-6,1,3.62640262367591
31,119,882.62,2,31.67,5,12,0,30.2,3,2,1,2,0.0,456.41,6,1,2,1,3.5841198705325823
67,28,371.71,3,3.26,3,10,3,31.83,2,2,8,6,0.2727272727272727,134.51333333333332,112,0,-8,0,0.8746746800461485
20,80,206.37,3,4.01,7,12,2,33.5,3,0,2,2,0.15384615384615385,79.95666666666666,0,0,-7,1,1.933741621256691
23,39,367.96,2,15.12,5,12,2,33.31,2,3,7,5,0.15384615384615385,200.635,126,0,-6,0,4.098005203816132
62,67,830.23,3,15.41,3,6,2,55.98,3,2,0,5,0.2857142857142857,295.40333333333336,0,0,-7,1,1.8538791910782817
28,95,533.7,6,31.85,5,2,3,30.66,2,1,11,3,1.0,94.06,44,0,-8,1,5.956611183841406
54,30,66.57,1,21.54,4,2,4,22.62,2,1,11,4,1.3333333333333333,89.19,55,0,-10,0,31.878052390113957
44,8,909.62,4,0.77,11,10,2,31.37,2,1,11,4,0.18181818181818182,235.2475,55,0,-6,0,0.08455777382442731
46,113,351.66,6,20.89,6,11,2,58.14,1,1,9,4,0.16666666666666666,68.3,45,0,-5,1,5.923552430102648
28,32,1461.91,6,23.92,11,13,1,54.99,2,0,8,1,0.07142857142857142,252.8166666666667,0,0,-4,0,1.635097169340561
19,76,489.59,6,39.27,8,8,4,53.25,1,3,10,6,0.4444444444444444,90.47333333333331,210,0,-9,1,8.004647465296888
29,75,245.97,2,29.13,3,5,5,47.44,2,1,7,5,0.8333333333333334,146.70499999999998,42,0,-12,1,11.794954852816131
41,63,497.23,4,8.73,3,9,1,35.14,3,4,4,9,0.1,133.0925,160,0,-5,1,1.7522027979045822
41,59,587.06,5,18.96,2,11,2,62.51,1,0,1,1,0.16666666666666666,129.914,0,0,-5,0,3.2241607999183763
50,34,1126.92,6,48.74,8,4,3,43.7,2,2,9,7,0.6,195.10333333333335,144,0,-8,0,4.32122845591886
35,110,701.83,1,59.58,11,9,3,42.8,3,0,11,2,0.3,744.63,0,0,-9,1,8.477156638162855
57,20,94.62,4,45.77,1,3,5,36.95,3,1,10,4,1.25,32.8925,50,0,-13,0,47.86655511399289
38,36,399.95,6,2.85,4,4,0,42.29,1,4,9,7,0.0,73.70666666666666,288,1,4,0,0.7108118219229331
39,35,101.28,6,5.3,7,7,0,35.49,2,2,7,4,0.0,22.795,70,1,3,0,5.1818537348455225
36,6,164.11,2,18.91,6,8,1,30.45,1,1,11,2,0.1111111111111111,97.28,33,0,-3,0,11.452970746774877
19,109,204.54,6,31.81,9,5,1,27.54,2,1,9,3,0.16666666666666666,38.68,36,0,-4,1,15.476306315072492
34,4,1342.93,2,14.83,4,6,2,40.46,2,1,10,5,0.2857142857142857,691.695,60,0,-6,0,1.1034800919690757
57,44,386.87,3,0.6,4,9,3,36.63,1,1,11,3,0.3,141.16666666666666,44,0,-7,0,0.15469100471807565
68,84,628.69,4,47.48,5,2,4,40.79,1,2,2,5,1.3333333333333333,167.37,24,0,-9,1,7.5402182026076305
21,46,166.63,2,53.43,9,8,4,35.3,1,0,6,6,0.4444444444444444,100.965,0,0,-9,0,31.873769611644693
27,31,419.69,2,18.84,8,14,1,32.73,3,1,0,7,0.06666666666666667,226.21,0,0,-5,0,4.478356984953291
60,2,1257.6,4,19.62,9,7,1,25.23,3,0,4,2,0.125,320.7075,0,0,-5,0,1.5588749404099795
31,112,401.35,3,85.02,3,11,0,46.33,1,3,10,4,0.0,149.22666666666666,150,1,4,1,21.13085621970921
31,70,791.46,1,10.45,8,6,3,40.06,2,2,4,4,0.42857142857142855,831.52,40,0,-8,1,1.3186785452893521
43,115,199.51,5,2.52,4,8,1,41.86,3,1,10,5,0.1111111111111111,48.274,60,0,-5,1,1.2567951723106079
28,39,498.08,5,28.99,7,12,3,40.71,1,1,9,3,0.23076923076923078,107.758,36,0,-7,0,5.808687985894045
42,27,416.92,3,11.88,3,10,3,48.69,1,0,10,4,0.2727272727272727,155.20333333333335,0,0,-7,0,2.8426493108728943
48,31,28.5,4,3.17,1,7,4,36.46,2,1,3,3,0.5,16.240000000000002,12,0,-10,0,10.745762711864407
48,38,65.76,4,3.21,9,14,2,37.14,2,0,7,3,0.13333333333333333,25.725,0,0,-6,0,4.808268424206111
48,49,654.59,2,77.13,8,6,3,39.92,2,2,4,6,0.42857142857142855,347.255,56,0,-8,0,11.764975060632406
60,26,278.11,6,29.09,2,6,4,32.46,3,2,1,6,0.5714285714285714,51.76166666666666,14,0,-11,0,10.422414101966966
53,7,214.0,6,5.39,3,13,3,23.47,2,2,6,6,0.21428571428571427,39.57833333333333,84,0,-8,0,2.5069767441860464
42,74,488.17,6,2.58,11,14,3,43.77,2,0,3,2,0.2,88.65666666666668,0,0,-8,1,0.5274240039250158
48,12,301.48,2,9.62,8,11,0,15.01,3,2,9,4,0.0,158.245,90,1,2,0,3.1803755620206293
40,115,276.6,1,20.51,3,9,2,46.01,2,2,0,7,0.2,322.61,0,0,-6,1,7.388328530259367
59,73,732.03,4,5.86,6,6,0,25.16,1,4,7,8,0.0,189.29749999999999,252,1,4,1,0.7994215789258284
31,83,985.11,6,16.69,10,10,1,52.66,2,1,10,3,0.09090909090909091,172.96166666666667,40,0,-4,1,1.6925089493058585
67,18,350.38,5,24.97,10,4,2,53.36,1,0,0,4,0.4,80.748,0,0,-5,0,7.10626671979054
34,80,544.91,1,4.56,5,8,2,50.46,3,0,2,2,0.2222222222222222,595.37,0,0,-7,1,0.8353025223938012
23,69,295.11,2,93.08,2,5,2,2.87,1,0,3,2,0.3333333333333333,148.99,0,0,-5,1,31.434264293674648
22,75,245.36,6,12.06,10,12,0,39.07,2,0,7,1,0.0,47.405,0,1,3,1,4.895275207014126
36,46,277.89,5,32.12,8,10,5,22.46,1,2,3,5,0.45454545454545453,60.06999999999999,36,0,-11,0,11.517085589300441
55,42,111.3,4,20.05,2,7,3,26.39,2,1,11,3,0.375,34.4225,44,0,-8,0,17.853962600178093
60,42,96.41,1,81.15,10,5,1,48.83,2,2,8,4,0.16666666666666666,145.24,80,0,-4,0,83.3076686171851
29,45,385.19,5,21.34,5,14,4,42.09,2,1,1,4,0.26666666666666666,85.45599999999999,5,0,-10,0,5.525777467049898
52,45,339.28,5,13.64,8,3,4,6.13,3,4,6,6,1.0,69.082,168,0,-11,0,4.00846361819678
32,97,217.15,3,22.53,8,2,6,30.65,3,3,3,6,2.0,82.60000000000001,63,0,-15,1,10.327756131102452
53,68,350.52,1,11.39,4,2,2,48.5,3,3,8,5,0.6666666666666666,399.02,144,0,-7,1,3.240213928083751
39,58,233.82,3,9.16,8,3,1,56.32,3,2,1,3,0.25,96.71333333333332,8,0,-5,0,3.900860233370241
30,17,354.6,5,32.14,5,8,3,54.52,3,2,11,3,0.3333333333333333,81.824,88,0,-9,0,9.03824521934758
63,85,708.67,6,57.14,6,6,1,53.31,3,0,7,2,0.14285714285714285,126.99666666666667,0,0,-5,1,8.051629630673412
31,27,509.91,4,0.78,2,9,2,46.51,2,0,7,3,0.2,139.10500000000002,0,0,-6,0,0.15266876749329628
23,67,290.32,1,15.3,6,11,5,32.97,3,0,0,4,0.4166666666666667,323.28999999999996,0,0,-13,1,5.251956611286558
28,36,423.06,5,0.62,10,6,1,31.59,1,2,11,5,0.14285714285714285,90.92999999999999,132,0,-3,0,0.14620572560486725
47,40,457.72,5,91.11,8,14,1,48.77,1,3,2,5,0.06666666666666667,101.298,36,0,-3,0,19.86178932682246
20,19,953.2,2,19.67,11,12,2,39.52,3,2,3,4,0.15384615384615385,496.36,30,0,-7,0,2.0614127017396773
26,93,563.3,6,14.66,6,12,5,37.95,3,1,4,4,0.38461538461538464,100.20833333333333,20,0,-13,1,2.5979089136983875
32,89,182.71,2,15.34,5,5,4,20.27,1,3,10,6,0.6666666666666666,101.49000000000001,210,0,-9,1,8.350117032279135
24,114,419.75,1,29.56,10,8,4,30.72,1,4,3,7,0.4444444444444444,450.47,96,0,-9,1,7.025549613784908
21,61,314.68,3,12.26,11,6,0,31.54,3,0,2,1,0.0,115.40666666666668,0,1,2,1,3.883679675620882
49,81,225.68,3,25.41,8,10,2,63.8,1,5,2,7,0.18181818181818182,96.49333333333334,80,0,-5,1,11.209634727368979
29,32,34.42,6,6.89,4,5,3,33.23,1,1,10,3,0.5,11.275,40,0,-7,0,19.45228684359119
42,93,80.39,6,16.11,4,6,6,47.56,1,2,7,5,0.8571428571428571,21.325,84,0,-13,1,19.79358643568006
49,23,454.98,6,15.8,10,5,4,49.35,2,1,8,4,0.6666666666666666,84.055,40,0,-10,0,3.465064257204263
32,77,421.44,1,4.7,10,13,0,39.67,1,1,5,1,0.0,461.11,10,1,4,1,1.1125840356026893
47,109,199.72,1,62.48,4,11,3,36.06,2,1,1,4,0.25,235.78,5,0,-8,1,31.127939418094858
44,86,835.91,3,0.06,6,5,2,45.96,2,1,10,4,0.3333333333333333,293.95666666666665,50,0,-6,1,0.007169229666272359
67,23,604.69,6,7.52,3,5,3,41.7,2,2,10,4,0.5,107.73166666666668,100,0,-8,0,1.24155921345903
25,33,996.42,3,9.6,8,4,4,39.62,2,4,6,8,0.8,345.34666666666664,216,0,-10,0,0.9624832066732169
44,9,1075.37,2,0.87,11,7,0,26.33,3,0,6,0,0.0,550.8499999999999,0,1,2,0,0.08082722483904234
32,26,555.84,2,28.78,1,13,3,40.1,3,0,3,3,0.21428571428571427,297.97,0,0,-9,0,5.168450542346096
23,19,678.17,1,0.35,4,13,1,32.05,2,0,2,1,0.07142857142857142,710.2199999999999,0,0,-4,0,0.05153348940618697
66,28,605.25,5,16.65,7,14,2,32.12,2,2,4,4,0.13333333333333333,127.474,40,0,-6,0,2.746391752577319
68,111,349.57,3,42.01,10,2,2,39.17,2,3,9,7,0.6666666666666666,129.58,216,0,-6,1,11.98334141540919
50,17,240.84,4,11.99,10,8,4,22.31,2,2,9,5,0.4444444444444444,65.7875,108,0,-10,0,4.957823354283824
38,80,674.77,3,33.68,11,3,0,49.3,1,4,9,6,0.0,241.35666666666665,252,1,4,1,4.983944241383903
41,72,695.21,6,169.16,8,8,2,45.22,2,3,6,4,0.2222222222222222,123.40500000000002,90,0,-6,1,24.297266629321612
40,68,659.68,6,10.37,3,4,0,38.28,3,2,7,3,0.0,116.32666666666665,56,1,2,1,1.5695949627656354
57,39,994.43,4,2.77,2,13,1,23.66,1,1,0,3,0.07142857142857142,254.52249999999998,0,0,-3,0,0.2782717016766624
31,50,274.62,6,24.86,4,3,2,47.91,2,1,1,4,0.5,53.754999999999995,5,0,-6,0,9.019664755823234
56,7,501.43,5,66.56,2,14,3,23.44,1,1,5,4,0.2,104.974,25,0,-7,0,13.247616583404653
41,78,152.37,4,25.46,9,9,2,40.05,1,0,5,4,0.2,48.105000000000004,0,0,-5,1,16.600378170437505
58,108,869.29,2,52.08,7,14,0,52.17,3,2,3,2,0.0,460.72999999999996,18,1,2,1,5.984212159165335
48,77,451.14,3,26.16,6,13,1,45.59,1,1,5,2,0.07142857142857142,165.57666666666668,15,0,-3,1,5.785818551775999
60,94,93.21,4,2.75,10,4,5,49.82,1,4,4,6,1.0,35.7575,112,0,-11,1,2.9190107207302836
20,88,391.66,4,22.93,1,12,2,25.72,2,1,11,4,0.15384615384615385,104.345,55,0,-6,1,5.839657719146335
64,16,496.66,1,33.57,6,11,1,22.2,1,3,10,5,0.08333333333333333,518.86,180,0,-3,0,6.745569264156251
38,98,203.27,3,38.32,7,12,4,51.35,3,1,2,5,0.3076923076923077,84.87333333333333,12,0,-11,1,18.759484995349293
37,27,636.38,5,5.54,10,2,3,42.42,2,1,1,4,1.0,135.76,5,0,-8,0,0.8691832188019706
45,95,285.22,3,67.41,8,10,1,45.55,3,1,1,3,0.09090909090909091,110.25666666666667,4,0,-5,1,23.551813290475852
54,8,1153.51,6,8.41,4,11,3,42.75,3,1,4,3,0.25,199.37666666666667,16,0,-9,0,0.7284475665000736
22,73,482.6,3,38.71,10,13,0,46.71,1,1,4,1,0.0,176.4366666666667,8,1,4,1,8.004549214226634
33,81,881.79,2,19.99,11,3,1,40.24,1,3,0,9,0.25,461.015,0,0,-3,1,2.2644116947405384
44,72,843.31,2,14.23,8,12,0,35.35,1,1,6,3,0.0,439.33,24,1,4,1,1.6853999123544672
40,60,251.26,3,31.4,4,5,4,61.84,3,3,4,6,0.6666666666666666,104.36666666666667,84,0,-11,0,12.447474827558867
49,83,784.82,3,33.17,8,14,3,18.63,2,1,3,3,0.2,267.81666666666666,12,0,-8,1,4.221068438064696
47,28,352.41,2,17.58,6,5,5,21.67,2,3,2,5,0.8333333333333334,187.04000000000002,36,0,-12,0,4.97439234882997
23,72,667.41,4,13.65,10,6,3,60.1,3,0,11,2,0.42857142857142855,181.8775,0,0,-9,1,2.042159752247872
24,84,585.2,4,22.78,2,7,3,27.12,3,0,8,3,0.375,153.08,0,0,-9,1,3.8860457181849197
32,56,150.6,6,11.11,11,3,2,33.22,3,3,8,6,0.5,30.636666666666667,168,0,-7,0,7.32849604221636
35,86,864.81,5,7.16,1,4,3,22.18,2,2,4,3,0.6,177.39799999999997,32,0,-8,1,0.826971275453044
58,80,266.26,4,16.63,9,6,1,35.55,1,2,2,4,0.14285714285714285,75.4525,20,0,-3,1,6.222405148544488
63,115,247.4,3,7.97,4,10,1,50.9,1,1,2,3,0.09090909090909091,99.43333333333334,8,0,-3,1,3.2085346215781
32,53,432.54,5,38.67,9,14,1,33.17,1,0,10,4,0.06666666666666667,93.14200000000001,0,0,-3,0,8.919592194491857
20,44,352.13,1,98.54,3,3,2,21.14,3,0,0,2,0.5,373.27,0,0,-7,0,27.904737632033534
68,94,670.2,1,90.22,3,13,0,30.68,3,4,10,8,0.0,700.88,360,1,2,1,13.441597139451728
24,56,429.21,1,67.98,8,2,2,25.87,1,2,9,5,0.6666666666666666,455.08,108,0,-5,0,15.801585272308873
60,10,142.25,3,5.39,9,13,0,38.35,3,1,2,3,0.0,60.199999999999996,8,1,2,0,3.762652705061082
51,83,553.67,4,0.04,6,13,1,25.93,2,1,3,4,0.07142857142857142,144.89999999999998,15,0,-4,1,0.007211495123226423
48,90,417.17,2,17.56,1,4,2,39.14,2,0,1,1,0.4,228.155,0,0,-6,1,4.199249109213955
18,51,113.92,3,48.81,9,7,0,42.36,1,1,8,1,0.0,52.093333333333334,16,1,4,0,42.473024712843724
23,11,137.54,3,20.85,10,2,3,32.97,1,0,5,2,1.0,56.836666666666666,0,0,-7,0,15.04980511043742
47,91,497.48,1,13.11,2,12,3,31.82,2,2,2,4,0.23076923076923078,529.3000000000001,20,0,-8,1,2.629995185363505
20,49,974.57,2,0.74,7,9,2,25.14,1,1,3,4,0.2,499.855,15,0,-5,0,0.07585309101345879
31,109,657.9,1,6.58,10,6,2,22.92,3,1,9,2,0.2857142857142857,680.8199999999999,27,0,-7,1,0.9986340871148885
68,78,87.57,1,0.78,11,2,1,17.86,3,1,9,4,0.3333333333333333,105.42999999999999,45,0,-5,1,0.8806593654736368
22,82,491.95,4,26.06,6,8,3,29.74,1,0,0,4,0.3333333333333333,130.42249999999999,0,0,-7,1,5.286540217060553
60,68,638.46,6,1.97,3,12,2,36.67,1,1,10,3,0.15384615384615385,112.52166666666666,40,0,-5,1,0.3080724361179745
40,62,610.28,5,68.87,10,3,0,25.93,2,0,9,0,0.0,127.24199999999999,0,1,3,1,11.266522706452037
44,82,323.03,4,15.4,9,3,3,28.96,1,2,4,6,0.75,87.99749999999999,56,0,-7,1,4.752646359904947
